0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.9761811947772652,0.9814808073416731,-0.7614715580785696,0.8141312847516389,-0.2796251533884546,-0.48046537718973087,1.105095339811635,0.6725289244533244,0.0,-1.59784985563631,-0.5039924654965361,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.19073332176221836,0.9814808073416731,0.8639557917618041,0.7265728248685712,0.7007308194248824,0.11184146923705823,-1.0179849180395772,1.4330948683740226,0.0,0.5764610488996745,0.6444970061510424,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5797048272753795,-0.014767922345958022,-0.05476401466971139,0.10851310804691679,-0.9367868494501427,-1.07277222361652,-0.7310821804921162,0.5697497428424192,2.297345191014255,0.166895497396332,0.45308209420977924,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9761811947772652,-1.0110166520335893,0.14311409748476908,-0.7670714907837602,-1.092997416546773,-0.7766188004031255,0.35914822218823605,0.7136405970976865,0.0,0.909355738051793,-1.4610670252028513,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.19823818375094282,-2.0072653817212203,-1.4257766488828962,-1.7714185306189485,0.851554815242319,0.7041483156638474,-1.3622682030965305,0.13807718007661748,0.09667309873191329,-0.31382327511787034,-1.78009187843829,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.19073332176221836,-0.014767922345958022,-0.634264200264975,-0.4734931252934743,1.1047236653644443,1.2964551620906364,-0.38679889543516277,1.3508715230852983,1.197009144873084,-0.13654962364522108,-0.12116264161401001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.19823818375094282,-0.014767922345958022,1.2455778652025875,-0.06660381171921853,1.056244523851697,0.7041483156638474,-1.5344098456250073,0.9191989603194968,0.0,1.143968031945854,-0.5039924654965361,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.19073332176221836,-0.014767922345958022,-0.6625325020013293,0.30423201837377395,-0.1665071565253773,-0.18431195397633632,0.4165287696977283,-1.5063897256978651,0.0,-0.890677455514757,-0.12116264161401001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.3651527002904265,0.9814808073416731,2.6024563485475953,1.1231611431624657,0.716890533262465,0.7041483156638474,0.4165287696977283,-1.2186080171873306,0.0,1.1869557958551364,-0.7166757009868284,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.9686763327885407,-1.0110166520335893,0.030040890539351665,-1.4778401651286626,-0.522020860952192,-0.48046537718973087,1.105095339811635,0.7547522697420485,0.0,1.2904296201679892,0.13405724097434069,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.19823818375094282,-0.014767922345958022,-0.450520238978672,-0.5404495946158205,0.3559902575564562,0.7041483156638474,0.7034315072451894,0.8164197787085916,0.0,0.18338388291878333,-0.5039924654965361,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.7541242058035875,0.9814808073416731,1.7261389947206116,1.1746661195642703,-0.36042372257636723,-0.48046537718973087,0.7608120547546816,0.03529799846571233,0.0,0.8463870184126242,-0.886822289379062,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.9686763327885407,-0.014767922345958022,-1.0158862737057583,0.10851310804691679,-0.7698031397951234,-0.48046537718973087,1.2198564348306193,-1.5680572346644082,-1.2481820687739622,-1.574799632160299,1.4101566539160946,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5797048272753795,0.9814808073416731,0.2703214552983633,1.2261710959660745,-0.06954887349988254,0.11184146923705823,1.6789008149065572,-1.321387198798236,0.0,-0.19048979720186568,1.4101566539160946,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.19823818375094282,-0.014767922345958022,2.2632367277113437,0.32483400893449577,0.4852679682571162,0.4079948924504528,-0.960604370530085,1.5153182136627468,1.4415282662377886,1.349447764017907,-0.5039924654965361,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.19073332176221836,0.9814808073416731,-0.21023967421966,0.7420243177891123,0.005863124408835552,-0.18431195397633632,-1.4196487506060227,1.5769857226292898,0.09667309873191329,-0.47053573985120356,0.6444970061510424,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.19073332176221836,-1.0110166520335893,-0.9169472176285182,-0.9936933869517004,0.05972883720077745,0.11184146923705823,-1.5344098456250073,0.9603106329638588,0.9524900235083794,-0.11799651448461028,-0.886822289379062,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.587209689264104,0.9814808073416731,-0.39398363550596327,0.8347332753123602,-0.021069731987135156,0.11184146923705823,-0.09989615788770169,1.3097598504409365,0.0,-0.8322208640997878,-0.23054259129473179,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.19073332176221836,0.9814808073416731,0.2985897570347177,0.6287133697051419,0.47988139697792215,0.4079948924504528,1.6215202673970648,0.17918885272097956,-1.1259225080916098,0.19107770585867445,0.6444970061510424,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.587209689264104,0.9814808073416731,-0.2950445794287231,0.9737967115972331,0.5714531087242228,0.7041483156638474,1.3346175298496037,1.3097598504409365,0.0,-0.7719648681424984,-0.23054259129473179,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
